barcode,订单,在途库存,仓库
6901209302473,RD201903200013,69,0001
YJBOX000051,RD201903200014,2,0001
4713507014291,RD201903200015,11,0001
YJBOX000051,RD201903200016,20,0001
YJBOX000013,RD201903200016,20,0001
6920174700541,RD201903200018,2,0001
6922889600666,RD201903200022,301,0001
4820156631301,RD201903200022,150,0001
4820156631301,RD201903200023,300,0001
6922889600666,RD201903200023,270,0001
6935855702141,RD201903200023,48,0001
6935855702172,RD201903200023,48,0001
6922889600666,RD201903200024,330,0001
4820156631301,RD201903200024,150,0001
886074120017,RD201903200026,1,0001
6946537057541,RD201903200030,148,0001
6946537057589,RD201903200030,148,0001
3700877500098,RD201903200036,48,0001
6949123362289,RD201903200037,1,0001
YJBOX000007,RD201903200041,52,0001
YJBOX000008,RD201903200041,920,0001
YJBOX000012,RD201903200041,1037,0001
YJBOX000014,RD201903200041,85,0001
6907992633350,RD201903200049,6,0001
6971135300577,FO201903190002,400,0001
YJBOX000006,RD201903200051,2600,0001
YJBOX000005,RD201903200052,355,0001
YJBOX000022,RD201903200052,19,0001
885609008196,RD201903200057,200,0001
6936986800546,RD201903200059,1,0001
6936986801086,RD201903200059,12,0001
6925796200035,RD201903200063,1750,0001
6953969816004,RD201903200069,12,0001
6957411100727,RD201903200081,2,0001
6956698300806,RD201903200082,150,0001
YJBOX000003,RD201903200096,57,0001
6949055918059,RD201903200102,4,0001
6949055918080,RD201903200102,3,0001
6949055974260,RD201903200102,4,0001
6949055974277,RD201903200102,1,0001
6937564825586,RD201903200104,2,0001
6937564825623,RD201903200104,260,0001
6950610212796,RD201903200105,1,0001
16910019014404,RD201903200107,2,0001
16910019017658,RD201903200107,3,0001
6951018604171,RD201903200120,350,0001
6951018604398,RD201903200120,2,0001
6951018603889,RD201903200121,2,0001
6951018604171,RD201903200121,250,0001
6951018604171,RD201903200122,400,0001
6932904708420,RD201903210009,1,0001
6946922572765,RD201903210027,300,0001
6971385890231,RD201903210035,1,0001
YJBOX000009,RD201903210046,280,0001
6946922504162,RD201903210048,1,0001
6921440366539,RD201903210049,2,0001
YJBOX000014,RD201903210050,130,CK2018022362896
4897097140032,RD201903210060,1,0001
4897097140063,RD201903210061,5,0001
850005166375,RD201903210066,8,0001
6970869791910,RD201903210072,390,0001
6970869791927,RD201903210072,1431,0001
6970869791934,RD201903210072,1195,0001
6970869791965,RD201903210072,1732,0001
6970869791972,RD201903210072,900,0001
6903148138182,RD201903210083,1,0001
6946922504261,RD201903210084,3,0001
6946922504223,RD201903210085,65,0001
6946922504261,RD201903210085,60,0001
6971204810051,FO201903200004,1,0001
6971204810051,FO201903200006,2,0001
YJBOX000011,RD201903210092,5000,0001
YJBOX000012,RD201903210092,10000,0001
YJBOX000014,RD201903210092,10000,0001
YJBOX000015,RD201903210092,8000,0001
6935979781046,RD201903210093,336,0001
6923644285265,RD201903210096,1,0001
6901236353523,RD201903210100,1,0001
6923644285265,RD201903210104,2,0001
6949602316567,RD201903210105,1,0001
6923644281908,RD201903210109,1,0001
8005150001015,RD201903210110,30,0001
8015194100254,RD201903210110,1,0001
8015194100254,RD201903210111,1,0001
8005150001015,RD201903210111,32,0001
YJBOX000006,RD201903210125,66,0001
6953969816776,RD201903210126,828,0001
6953969816783,RD201903210126,1038,0001
6949195390197,RD201903210127,1100,0001
6949195390203,RD201903210127,582,0001
6949195390210,RD201903210127,1800,0001
6949195390234,RD201903210127,1970,0001
6949195390241,RD201903210127,100,0001
6949195390258,RD201903210127,3200,0001
6949195390272,RD201903210127,2200,0001
6949195390289,RD201903210127,800,0001
6949195390623,RD201903210127,242,0001
6949195390654,RD201903210127,800,0001
6949195390722,RD201903210127,900,0001
6949195390739,RD201903210127,500,0001
6949195390746,RD201903210127,500,0001
6949195390883,RD201903210127,100,0001
6949195390890,RD201903210127,80,0001
6949195390944,RD201903210127,80,0001
6949195390951,RD201903210127,90,0001
6949195390968,RD201903210127,80,0001
6949195390975,RD201903210127,80,0001
test001-4,RD201903210152,1,0001
ceshiwl,RD201903210153,1,CK2018092630454
ceshiwl01,RD201903210153,1,CK2018092630454
6904591006110,RD201903220004,600,0001
6904591006172,RD201903220004,480,0001
6943757609345,RD201903220010,1,0001
6901236356715,RD201903220032,3,0001
6901236373934,RD201903220032,1,0001
6901236384169,RD201903220032,168,0001
6948043431396,RD201903220033,2,0001
YJBOX000012,RD201903220034,40,0001
6901236385715,RD201903220035,102,0001
6953969816776,RD201903220036,1,0001
6953969816806,RD201903220036,1,0001
9556023220426,RD201903220052,17,0001
9556023220433,RD201903220052,1,0001
6923644281564,RD201903220054,2,0001
6970869792726,RD201903220055,3,0001
6970869792726,RD201903220056,92,0001
6970869792726,RD201903220059,661,0001
6946001203863,RD201903220063,1,0001
6901236384169,RD201903220067,64,0001
6970869791910,RD201903220069,1,0001
YJBOX000023,RD201903220072,80,0001
4260290260539,RD201903220075,5,0001
4260290262175,RD201903220075,14,0001
4260290262366,RD201903220075,10,0001
4260290260539,RD201903220083,1,0001
4260290262175,RD201903220083,4,0001
4260290262366,RD201903220083,42,0001
4260290260539,RD201903220084,70,0001
4260290262175,RD201903220084,21,0001
6917878045573,RD201903220085,1,0001
9556771005412,RD201903220087,24,0001
6970549780418,RD201903220090,144,0001
6970549780425,RD201903220090,2880,0001
6970549780418,RD201903220094,72,0001
6970549780425,RD201903220094,1800,0001
6970549780418,RD201903220097,72,0001
6970549780425,RD201903220097,2520,0001
6923589443621,RD201903220098,5,0001
6901236356715,RD201903220099,2,0001
6901236379943,RD201903220099,9,0001
6901236384169,RD201903220099,200,0001
6947509910437,RD201903220099,210,0001
6923589448763,RD201903220102,1,0001
6923589441351,RD201903220105,1,0001
6923589448756,RD201903220111,1376,0001
6923589448763,RD201903220111,1,0001
6923589448770,RD201903220111,2,0001
19415522281284,RD201903220112,4,0001
19415522281284,RD201903220113,4,0001
19415522281284,RD201903220114,4,0001
19415522001165,RD201903220115,3,0001
19415522001165,RD201903220116,1,0001
6923589441351,RD201903220118,3,0001
6923589448756,RD201903220119,563,0001
6923589448763,RD201903220119,205,0001
6923589448770,RD201903220119,460,0001
6923644281564,RD201903220120,16,0001
8809503231056,RD201903220122,21520,0001
8809503231056,RD201903220125,13600,0001
8809503231056,RD201903220126,11040,0001
6923589448756,RD201903220132,832,0001
6923589448770,RD201903220132,1,0001
6922577726791,RD201903220136,1,0001
YJBOX000015,RD201903220137,76,0001
6923589448756,RD201903220138,480,0001
1910ZY73158W06,RD201903220139,100,0001
1910ZY81113W01,RD201903220139,100,0001
6957411103605,RD201903220141,1,0001
6971627920016,RD201903220143,800,0001
6971627920023,RD201903220143,800,0001
188170008170,RD201903220153,2,0001
188171008160,RD201903220153,17,0001
188171008170,RD201903220153,3,0001
6971222010013,RD201903220157,1250,0001
188175137155,RD201903220159,1,0001
188175137165,RD201903220159,1,0001
6956523512558,RD201903220162,24,0001
6923589445854,RD201903220163,3,0001
6923589446950,RD201903220163,1,0001
6923589446981,RD201903220163,6,0001
6923589446998,RD201903220163,1,0001
6956523511278,RD201903220167,1,0001
6907992514864,RD201903220171,4,0001
6907992507385,RD201903220172,5,0001
6907992507385,RD201903220173,3,0001
6907992507385,RD201903220174,1,0001
6916457002327,RD201903220190,6,0001
6949195390197,RD201903230004,10,0001
6949195390203,RD201903230004,27,0001
6949195390210,RD201903230004,14,0001
6949195390234,RD201903230004,7,0001
6949195390241,RD201903230004,22,0001
6949195390258,RD201903230004,15,0001
6949195390272,RD201903230004,6,0001
6949195390289,RD201903230004,4,0001
6949195390623,RD201903230004,73,0001
6949195390654,RD201903230004,1,0001
6949195390722,RD201903230004,1,0001
6949195390739,RD201903230004,2,0001
6949195390746,RD201903230004,6,0001
6949195390210,RD201903230005,6,0001
6949195390234,RD201903230005,6,0001
6949195390272,RD201903230005,1,0001
6949195390623,RD201903230005,1,0001
6949195390722,RD201903230005,3,0001
6949195390739,RD201903230005,2,0001
6949195390746,RD201903230005,2,0001
6949195390890,RD201903230005,1,0001
6949195390203,RD201903230006,6,0001
6949195390210,RD201903230006,1,0001
6949195390258,RD201903230006,1,0001
6949195390289,RD201903230006,1,0001
6949195390623,RD201903230006,130,0001
6949195390654,RD201903230006,200,0001
6949195390722,RD201903230006,360,0001
6949195390739,RD201903230006,200,0001
6949195390746,RD201903230006,200,0001
6949055919803,RD201903230012,160,0001
6970538586045,RD201903230025,1,0001
6970538585918,RD201903230026,4,0001
6970538585925,RD201903230026,3,0001
6970538585932,RD201903230026,3,0001
6970538585949,RD201903230026,8,0001
6970538585956,RD201903230026,5,0001
6970538585963,RD201903230026,4,0001
6970538585970,RD201903230026,2,0001
6970538585987,RD201903230026,1,0001
6970538585994,RD201903230026,6,0001
6970538586007,RD201903230026,5,0001
6970538586014,RD201903230026,5,0001
6970538586045,RD201903230026,8,0001
6970538586069,RD201903230026,3,0001
6922311001306,RD201903230051,2,0001
6922311001504,RD201903230051,10,0001
6924221802233,RD201903230054,48,0001
6955520500148,FO201903230007,1,0001
6955520502371,FO201903230006,1,0001
6955520503040,FO201903230006,1,0001
6970042900054,RD201903230065,83,0001
16920912350882,RD201903230065,140,0001
16920912360133,RD201903230065,1,0001
YJBOX000051,RD201903230066,105,0001
YJBOX000004,RD201903230066,35,0001
YJBOX000008,RD201903230066,75,0001
6970037310028,RD201903230070,13,0001
6970037310028,RD201903230071,2,0001
6949195390630,RD201903230073,3,0001
6949195390647,RD201903230073,1,0001
6949195390876,RD201903230073,1,0001
6949195390951,RD201903230073,1,0001
6958216886168,RD201903240003,10,0001
6958216886236,RD201903240003,10,0001
6940471603109,RD201903240004,4,0001
6970042901372,RD201903240005,4,0001
8712045031773,RD201903240006,7,0001
6932904708987,RD201903240010,120,0001
YJBOX000008,RD201903240013,18,0001
YJBOX000010,RD201903240013,40,0001
YJBOX000006,RD201903250003,20,0001
6955150400672,RD201903250004,1,0001
16910019014404,RD201903250006,7,0001
6940090505938,RD201903250009,552,0001
6940187220065,RD201903250010,1,0001
6940187220126,RD201903250010,2,0001
6940187220065,RD201903250011,6,0001
6940187220126,RD201903250011,6,0001
6940187220133,RD201903250011,6,0001
6940187220065,RD201903250012,66,0001
6940187220126,RD201903250012,84,0001
6940187220133,RD201903250012,84,0001
6970887891036,RD201903250013,5,0001
6970887891050,RD201903250013,118,0001
6970869791941,RD201903250017,1,0001
8CS9339063438,RD201903250018,3,0001
8CS9339063439,RD201903250018,9,0001
8CS9339063440,RD201903250018,8,0001
8CS9339063441,RD201903250018,4,0001
8CS9339063442,RD201903250018,3,0001
8CS9339066038,RD201903250018,1,0001
8CS9339066040,RD201903250018,4,0001
8CS9339066042,RD201903250018,1,0001
8CS9339060141,RD201903250018,3,0001
8CS9339060144,RD201903250018,2,0001
8CS9339063443,RD201903250018,2,0001
8CS9339063444,RD201903250018,10,0001
8CS9339063542,RD201903250018,1,0001
8CS9339067039,RD201903250018,1,0001
8CS9339068238,RD201903250018,7,0001
8CS9339068239,RD201903250018,36,0001
8CS9339068241,RD201903250018,4,0001
8CS9339068242,RD201903250018,39,0001
8CS9339068243,RD201903250018,15,0001
8CS9339069239,RD201903250018,2,0001
8CS9339069241,RD201903250018,2,0001
8CS9339069243,RD201903250018,3,0001
8CS9339071639,RD201903250018,1,0001
8CS9339071641,RD201903250018,2,0001
8CS9339071642,RD201903250018,1,0001
8CS9339071741,RD201903250018,27,0001
8CS9339071743,RD201903250018,16,0001
8CS9339071744,RD201903250018,1,0001
8CS9339071838,RD201903250018,1,0001
8CS9339071843,RD201903250018,1,0001
8CS9339071844,RD201903250018,2,0001
8CS9339071938,RD201903250018,1,0001
8CS9339071941,RD201903250018,1,0001
8CS9339071942,RD201903250018,2,0001
6938582342215,RD201903250019,60,0001
6970869791965,RD201903250020,2,0001
YJBOX000007,RD201903250022,30,0001
YJBOX000008,RD201903250022,333,0001
YJBOX000005,RD201903250039,82,0001
YJBOX000007,RD201903250039,105,0001
9556439882768,RD201903250041,7,0001
9556439882768,RD201903250043,10,0001
9556439882768,RD201903250044,23,0001
YJBOX000006,RD201903250047,84,0001
YJBOX000014,RD201903250047,100,0001
YJBOX000015,RD201903250047,40,0001
YJBOX000020,RD201903250047,6,0001
6921669800517,RD201903250048,1,0001
6948386900092,RD201903250052,1,0001
6956523509169,RD201903250052,1,0001
4894375010698,RD201903250061,2,0001
4894375010698,RD201903250062,8,0001
6955150400672,RD201903250065,2,0001
6971511850788,FO201903230003,1,0001
6955150400672,RD201903250066,2,0001
6935768935902,RD201903250067,1400,0001
6935768935919,RD201903250067,2000,0001
6935768935926,RD201903250067,2400,0001
6907992514604,RD201903250068,1,0001
6907992507385,RD201903250070,1,0001
6907992510347,RD201903250076,1,0001
6935768935902,RD201903250079,900,0001
6935768935919,RD201903250079,1050,0001
6935768935926,RD201903250079,1500,0001
6935768935902,RD201903250086,1100,0001
6935768935919,RD201903250086,1700,0001
6935768935926,RD201903250086,2100,0001
9300639602967,RD201903250117,32,0001
9300639602967,RD201903250121,7,0001
6927564013908,RD201903260004,1,0001
6923589466170,RD201903260044,191,0001
4260290262366,RD201903260051,123,0001
4260290262175,RD201903260052,129,0001
6971511850788,FO201903250004,8,0001
1910BF02002M01,RD201903260058,60,0001
9556023788735,RD201903260060,1,0001
9415007040149,RD201903260063,5,0001
6944186630009,RD201903260065,1,0001
6944186630085,RD201903260065,3,0001
6923589464633,RD201903260074,11,0001
6924310412619,RD201903260081,1,0001
6948386900092,RD201903260081,192,0001
6956523509169,RD201903260081,1,0001
6902212071202,RD201903260084,3000,0001
6948228803000,RD201903260091,30,0001
YJBOX000004,RD201903260094,18,0001
YJBOX000010,RD201903260094,385,0001
YJBOX000011,RD201903260094,51,0001
YJBOX000031,RD201903260094,1,0001
6970269900066,RD201903260100,3,0001
6907992514550,RD201903260101,3,0001
6907992514550,RD201903260103,4,0001
6970269900066,RD201903260119,8,0001
6972137633014,RD201903260121,2,0001
YJ01,RD201903260123,50000,0001
6946050100946,RD201903260133,81,0001
6946050100953,RD201903260133,67,0001
6946050100960,RD201903260133,83,0001
6946050102278,RD201903260133,26,0001
6946050100953,RD201903260143,3,0001
YJBOX000007,RD201903260149,1250,0001
YJBOX000010,RD201903260149,8,0001
YJBOX000043,RD201903260149,35,0001
YJBOX000007,RD201903260162,80,0001
6971063860228,RD201903260169,1,0001
1910BF01002W01,RD201903260171,60,0001
1910BF01002W02,RD201903260171,1200,0001
1910BF01002W03,RD201903260171,900,0001
1910BF01002W04,RD201903260171,540,0001
1910BF01002W05,RD201903260171,600,0001
1910BF01002W06,RD201903260171,540,0001
1910BF02002M01,RD201903260171,420,0001
1910BF02002M02,RD201903260171,2520,0001
1910BF02002M03,RD201903260171,120,0001
1910BF02002M04,RD201903260171,300,0001
1910BF02002M05,RD201903260171,660,0001
1910BF02002M06,RD201903260171,600,0001
6949195390197,RD201903260176,3,0001
6949195390203,RD201903260176,4,0001
6949195390210,RD201903260176,9,0001
6949195390234,RD201903260176,3,0001
6949195390241,RD201903260176,2,0001
6949195390258,RD201903260176,4,0001
6949195390272,RD201903260176,2,0001
6949195390289,RD201903260176,1,0001
6949195390197,RD201903260177,222,0001
6949195390203,RD201903260177,5,0001
6949195390210,RD201903260177,12,0001
6949195390234,RD201903260177,19,0001
6949195390241,RD201903260177,76,0001
6949195390258,RD201903260177,3,0001
6949195390272,RD201903260177,19,0001
6949195390289,RD201903260177,11,0001
6949195390197,RD201903260178,262,0001
6949195390203,RD201903260178,18,0001
6949195390210,RD201903260178,50,0001
6949195390234,RD201903260178,19,0001
6949195390241,RD201903260178,8,0001
6949195390258,RD201903260178,36,0001
6949195390272,RD201903260178,158,0001
6949195390289,RD201903260178,95,0001
6955876844804,RD201903260184,100,0001
6955876844859,RD201903260184,50,0001
8996001303894,RD201903260186,48,0001
8996001303894,RD201903260187,36,0001
8996001303894,RD201903260188,103,0001
6936721900449,RD201903260189,10,0001
YJBOX000008,RD201903270007,700,0001
YJBOX000010,RD201903270007,172,0001
6936863100028,RD201903270016,416,0001
6988899900022,RD201903270021,720,0001
6921761815808,RD201903270026,1,0001
6948043417406,RD201903270033,8,0001
YJBOX000006,RD201903270051,6400,0001
1910BF70196W04,RD201903270052,5,0001
1910BF70196W06,RD201903270052,50,0001
1910BF80196M02,RD201903270052,50,0001
6921761838517,RD201903270060,2,0001
YJBOX000031,RD201903270064,200,0001
YJBOX000009,RD201903270065,80,0001
6956698300202,RD201903270066,1,0001
YJBOX000008,RD201903270067,80,0001
6949888500018,RD201903270068,1,0001
6944743404234,RD201903270074,3,0001
6944743404265,RD201903270074,1,0001
6944743404234,RD201903270075,10,0001
6944743404265,RD201903270075,24,0001
1910YSMB809M03,RD201903270079,60,0001
YJBOX000051,RD201903270083,9,0001
YJBOX000005,RD201903270084,35,0001
YJBOX000006,RD201903270084,100,0001
YJBOX000022,RD201903270084,40,0001
6955150400672,RD201903270086,1,0001
6937505327858,RD201903270091,12,0001
16910019014404,RD201903270096,1,0001
16910019017658,RD201903270096,1,0001
YJBOX000014,RD201903270105,499,0001
6949195390722,RD201903270112,2,0001
6949195390739,RD201903270112,25,0001
6949195390746,RD201903270112,38,0001
850005166375,RD201903270115,1,0001
6957929913321,RD201903270117,21,0001
6949888500018,RD201903280005,3,0001
6934297710127,RD201903280005,7,0001
6955150400672,RD201903280008,5,0001
6970183922601,RD201903280009,51,0001
6970183921185,RD201903280014,5,0001
6970183921192,RD201903280014,6,0001
6970183921215,RD201903280014,1,0001
6970183921338,RD201903280015,56,0001
6970183922601,RD201903280017,13,0001
6970183921338,RD201903280019,56,0001
6970183921185,RD201903280020,2665,0001
6970183921192,RD201903280020,1820,0001
6970183921215,RD201903280020,1,0001
6970183921338,RD201903280021,1536,0001
6970183922601,RD201903280022,1536,0001
YJBOX000007,RD201903280023,8,0001
YJBOX000014,RD201903280023,191,0001
YJBOX000015,RD201903280023,4,0001
6970269900066,RD201903280025,1,0001
YJBOX000021,RD201903280048,40,0001
6921338730206,RD201903280050,1200,0001
YJBOX000003,RD201903280059,14,0001
YJBOX000012,RD201903280059,73,0001
6970763910301,FO201903260005,1,0001
6953188007009,FO201903270002,194,0001
6971511850788,FO201903270012,16,0001
6902212071202,RD201903280061,3,0001
YJBOX000024,RD201903280063,10,0001
6945260640037,RD201903280065,7,0001
6923644282028,RD201903280069,2,0001
6923644282028,RD201903280071,1,0001
6927564013908,RD201903280072,2,0001
1910BF01002W01,RD201903280076,900,0001
1910BF02002M04,RD201903280076,540,0001
1910BF02002M05,RD201903280076,300,0001
1910BF02002M06,RD201903280076,780,0001
YJBOX000021,RD201903280078,30,0001
YJBOX000024,RD201903280085,560,0001
6901236353806,RD201903280086,15,0001
6955150400672,RD201903280087,3,0001
YJBOX000051,RD201903280093,15,0001
6924217150195,RD201903280120,30,0001
YJBOX000014,RD201903290005,314,0001
YJBOX000012,RD201903290008,20000,0001
YJBOX000014,RD201903290008,20000,0001
YJBOX000015,RD201903290008,10000,0001
YJBOX000032,RD201903290008,6000,0001
YJBOX000006,RD201903290010,80,0001
16910019014404,RD201903290012,1,0001
16910019017658,RD201903290012,13,0001
6935217688830,RD201903290014,20,0001
6942333701428,RD201903290015,4,0001
6942333702340,RD201903290015,1,0001
YJBOX000022,RD201903290017,20,0001
YJBOX000024,RD201903290017,80,0001
YJBOX000051,RD201903290017,59,0001
6943757609345,RD201903290026,1,0001
6943757609345,RD201903290028,28,0001
6955150400672,RD201903290034,1,0001
6949926781546,FO201903270017,2200,0001
6949926799329,FO201903280004,74,0001
6949926799022,FO201903270014,2,0001
6949926799329,FO201903280003,78,0001
6934245200120,FO201903280003,16,0001
6942333701428,RD201903290041,2,0001
6955150400672,RD201903290042,1,0001
6971627920016,RD201903290044,3,0001
6971627920023,RD201903290044,3,0001
6923629500109,RD201903290053,226,0001
850005166375,RD201903290054,1,0001
6970313750869,RD201903290060,2,0001
6970313750869,RD201903290063,2,0001
850005166054,RD201903290064,2,0001
6949195390630,RD201903290076,210,0001
6949195390647,RD201903290076,1,0001
6949195390654,RD201903290076,4,0001
6949195390715,RD201903290076,7,0001
6949195390722,RD201903290076,24,0001
6949195390739,RD201903290076,238,0001
6949195390876,RD201903290076,1,0001
6949195390890,RD201903290076,4,0001
6949195390968,RD201903290076,26,0001
6949195390975,RD201903290076,2,0001
YJBOX000010,RD201903290084,25,0001
6934582088245,RD201903290094,1,0001
6926410320214,RD201903290097,2,0001
YJBOX000004,RD201903290101,28,0001
YJBOX000035,RD201903290101,94,0001
6926410320214,RD201903290102,3,0001
6971135300485,FO201903280006,2,0001
6949926799329,FO201903280005,2,0001
6934245200120,FO201903280005,2,0001
6970042901372,RD201903290121,4,0001
6970042901372,RD201903290124,2,0001
6970657840325,RD201903290151,7,0001
6970657840332,RD201903290151,5,0001
6970657840349,RD201903290151,5,0001
6970657840363,RD201903290151,4,0001
6936721900449,RD201903290169,14,0001
6955150400672,RD201903300007,1,0001
6941837103103,RD201903300010,4,0001
6948235701351,RD201903300010,1,0001
6924217101159,RD201903300022,1,0001
6955150400672,RD201903300025,3,0001
6955150400672,RD201903300030,3,0001
6937748595335,RD201903300031,4,0001
6937748595380,RD201903300031,2,0001
6936986800546,RD201903300034,24,0001
6923120600056,RD201903300034,1,0001
6923392175061,RD201903300034,685,0001
6955150400672,RD201903310002,1,0001
YJBOX000009,RD201903310007,4600,0001
YJBOX000010,RD201903310007,300,0001
YJBOX000012,RD201903310007,400,0001
6957929913369,RD201903310010,7,0001
YJBOX000020,RD201904010012,800,0001
6971511850788,FO201903310002,6,0001
YJBOX000007,RD201904010026,20,0001
YJBOX000032,RD201904010026,20,0001
6930640100225,RD201904010030,20,0001
YJBOX000012,RD201904010031,520,0001
8935024143384,RD201904010034,1,0001
YJBOX000008,RD201904010036,65,0001
YJBOX000006,RD201904010038,120,0001
YJBOX000024,RD201904010038,160,0001
YJBOX000051,RD201904010038,62,0001
6938582342215,RD201904010039,60,0001
6951439947234,RD201904010048,1,0001
6937550603051,RD201904010051,1,0001
6937550603068,RD201904010051,8,0001
6937550603044,RD201904010058,1,0001
6937550603051,RD201904010058,3,0001
6937550603068,RD201904010058,5,0001
6937461401722,RD201904010065,3,0001
YJBOX000008,RD201904010067,950,0001
YJBOX000010,RD201904010068,135,0001
6955150400672,RD201904010069,2,0001
YJBOX000024,RD201904010073,152,0001
YJBOX000012,RD201904010076,65,0001
YJBOX000031,RD201904010076,3,0001
6920174756647,RD201904010084,48,0001
YJBOX000035,RD201904010094,1421,0001
YJBOX000009,RD201904010094,818,0001
test001-4,RD201904010101,1,0001
6955150400672,RD201904010106,6,0001
8CS9339060138,RD201904010121,1,0001
8CS9339066039,RD201904010121,12,0001
8CS9339066043,RD201904010121,1,0001
8CS9339067039,RD201904010121,4,0001
8CS9339067040,RD201904010121,2,0001
8CS9339069242,RD201904010121,1,0001
8CS9339071039,RD201904010121,13,0001
8CS9339071041,RD201904010121,1,0001
8CS9339071044,RD201904010121,1,0001
8CS9339071743,RD201904010121,1,0001
8CS9339071939,RD201904010121,34,0001
8CS9339071941,RD201904010121,1,0001
8CS9339071942,RD201904010121,47,0001
8CS9339071944,RD201904010121,1,0001
6971060811117,RD201904010122,24,0001
6944743404258,RD201904010122,1,0001
6923644282479,RD201904010123,53,0001
YJBOX000010,RD201904010125,340,0001
6934834100404,RD201904010130,1,0001
6941704417906,RD201904010130,1,0001
6949602318448,RD201904010139,8,0001
YJBOX000003,RD201904010140,9,0001
YJBOX000005,RD201904010140,11,0001
YJBOX000013,RD201904010140,23,0001
6971385890378,RD201904020003,500,0001
6971385890415,RD201904020004,50,0001
6971385890422,RD201904020004,50,0001
3700877500104,RD201904020013,1464,0001
3700877500104,RD201904020014,240,0001
YJBOX000006,RD201904020017,260,0001
850005166375,RD201904020026,11,0001
YJBOX000010,RD201904020031,451,0001
6971022450491,RD201904020038,4,0001
6937524425399,RD201904020039,9,0001
6937524425443,RD201904020040,1,0001
6937524425443,RD201904020041,14,0001
YJBOX000012,RD201904020057,5340,0001
6955150400672,RD201904020059,1,0001
6955150400672,RD201904020061,1,0001
6955150400672,RD201904020062,1,0001
YJBOX000006,RD201904020063,151,0001
YJBOX000051,RD201904020063,20,0001
6955150400672,RD201904020064,4,0001
YJBOX000014,RD201904020066,329,0001
YJBOX000006,RD201904020067,340,0001
YJBOX000009,RD201904020067,60,0001
YJBOX000022,RD201904020067,180,0001
6926041510329,RD201904020071,1,0001
6945260639901,RD201904020071,48,0001
6945260640037,RD201904020071,48,0001
6944662558254,RD201904020075,20,0001
YJBOX000024,RD201904020087,25,0001
6947509910055,RD201904020090,1,0001
6901236352496,RD201904020090,1,0001
6901236356715,RD201904020090,1,0001
6901236385289,RD201904020090,7,0001
6920174735536,RD201904020091,15,0001
6903148091081,RD201904020114,389,0001
6903148138182,RD201904020114,8,0001
6903148231234,RD201904020114,28,0001
6903148254516,RD201904020114,40,0001
6903148254608,RD201904020114,40,0001
6903148266809,RD201904020114,20,0001
6903148272046,RD201904020114,16,0001
4713361321689,FO201904010005,2,0001
6937436195373,RD201904020123,20,0001
6940797465368,RD201904020130,7,0001
6955150400672,RD201904030002,6,0001
6955150400672,RD201904030003,1,0001
1910YSMB809M01,RD201904030004,30,0001
1910YSMB809M05,RD201904030004,60,0001
YJBOX000014,RD201904030005,200,0001
6971022450491,RD201904030010,21,0001
6971022450491,RD201904030015,26,0001
6924217101159,RD201904030024,3,0001
8809085100108,RD201904030030,12,0001
8809085100108,RD201904030033,2,0001
69022651143211,RD201904030034,4500,0001
69022651143691,RD201904030034,3852,0001
YJBOX000021,RD201904030037,5,0001
6955150400672,RD201904030043,2,0001
8809560223858,RD201904030048,1,0001
8809560223858,RD201904030049,3,0001
6959721307254,RD201904030049,8,0001
6901236352496,RD201904030050,3,0001
6901236356715,RD201904030050,2,0001
6959721307254,RD201904030051,80,0001
8809560223858,RD201904030051,4,0001
8809560223858,RD201904030052,11,0001
6923589455020,RD201904030065,346,0001
6923589466279,RD201904030065,360,0001
6920174754605,RD201904030073,8,0001
6923589455020,RD201904030077,327,0001
6923589455020,RD201904030079,681,0001
6923589466279,RD201904030079,1740,0001
6923589451336,RD201904030081,2,0001
6923589451336,RD201904030083,64,0001
6932003000401,RD201904030088,1,0001
6932003000401,RD201904030089,2,0001
YJBOX000012,RD201904030091,110,0001
6944893401008,RD201904030094,372,0001
6944893401008,RD201904030096,108,0001
6971246191002,FO201904020003,14,0001
6923589426822,RD201904030099,120,0001
6923589451336,RD201904030105,140,0001
6923589451336,RD201904030106,121,0001
6923589451336,RD201904030108,560,0001
6923589451336,RD201904030109,351,0001
YJBOX000012,RD201904030111,295,0001
YJBOX000023,RD201904030111,59,0001
YJBOX000024,RD201904030111,21,0001
YJBOX000003,RD201904030112,117,0001
YJBOX000006,RD201904030112,267,0001
YJBOX000008,RD201904030112,80,0001
YJBOX000014,RD201904030112,97,0001
YJBOX000022,RD201904030112,20,0001
6971384085355,RD201904030116,4,0001
6901586110449,RD201904030117,1,0001
6917751431110,FO201904020009,4,0001
6956523510721,RD201904030124,2,0001
6901586109948,RD201904030126,420,0001
6901586110494,RD201904030126,31,0001
YJBOX000010,RD201904030127,200,0001
6954470902965,RD201904030129,3,0001
6970549781859,RD201904030141,5,0001
6956523509169,RD201904040002,40,0001
6936687220018,RD201904040004,3,0001
6949602315188,RD201904040012,2,0001
6955150400672,RD201904040015,1,0001
6935341603051,RD201904040018,3,0001
6914621229396,RD201904040039,84,0001
6914621227668,RD201904040047,1,0001
6914621229402,RD201904040047,1,0001
6914621229693,RD201904040047,284,0001
6971511850788,FO201904030002,18,0001
6955150400672,RD201904040054,1,0001
6920174749182,RD201904040059,24,0001
6956741701222,RD201904040063,37,0001
6970235949761,RD201904040076,240,0001
6923589448756,RD201904040078,1,0001
