barcode,订单,在途库存,仓库
6970986857766,RD201812160004,124,0001
6970986850040,RD201812160005,42,0001
6970986851054,RD201812160005,8,0001
6970986851078,RD201812160005,66,0001
6970986852235,RD201812160005,8,0001
6970986853096,RD201812160005,62,0001
6970986854727,RD201812160005,11,0001
6970986855045,RD201812160005,2,0001
6970986856950,RD201812160005,50,0001
6970986857117,RD201812160005,9,0001
6970986857148,RD201812160005,93,0001
6970986857933,RD201812160005,92,0001
6970986856936,RD201812160008,24,0001
6970986856950,RD201812160008,92,0001
6970986856967,RD201812160008,28,0001
6956523512084,RD201812160011,10,0001
6931317100081,RD201812160011,5,0001
6936721900760,RD201812160011,1,0001
YJBOX000011,RD201812160018,320,0001
YJBOX000013,RD201812160018,540,0001
13100081,RD201812160021,50,0001
6955150400672,RD201812160024,1,0001
6922216400921,RD201812160026,1,0001
6920174754124,RD201812170021,1,0001
2018MYR188303001L,RD201812170027,2,0001
2018MYR188303001XL,RD201812170027,7,0001
2018MYR188303002M,RD201812170027,1,0001
2018MYR188303002XXXL,RD201812170027,1,0001
2018MYR188308001XL,RD201812170027,1,0001
2018MYR188308003L,RD201812170027,1,0001
2018MYR188303001XXL,RD201812170030,1,0001
2018MYR188303002XL,RD201812170030,17,0001
2018MYR188303002XXL,RD201812170030,4,0001
2803H003C,RD201812170037,1,0001
2803L002B,RD201812170037,20,0001
6925350502490,RD201812170039,24,0001
YJBOX000010,RD201812170041,40,0001
YJBOX000007,RD201812170049,3,0001
YJBOX000008,RD201812170049,23,0001
19415522281284,RD201812170051,32,0001
6870419170592,RD201812170054,3000,0001
YJBOX000006,RD201812170064,5000,0001
YJBOX000020,RD201812170064,320,0001
6970235950187,RD201812170067,2,0001
6970986852266,RD201812170069,783,0001
6970986852273,RD201812170069,2574,0001
6970986852327,RD201812170069,1071,0001
6970986852501,RD201812170069,4,0001
6970986852600,RD201812170069,7,0001
6954256902271,RD201812170087,594,0001
6924864675843,RD201812170090,30,0001
6954256901243,RD201812170093,1,0001
6970986858121,RD201812170097,840,0001
6970986858145,RD201812170097,60,0001
6970986850583,RD201812170099,280,0001
6970986854093,RD201812170099,280,0001
692148595151601,RD201812170101,12,0001
692148595151602,RD201812170101,37,0001
6920174753240,RD201812170102,36,0001
6971510700022,RD201812170102,816,0001
6971510700046,RD201812170102,12,0001
6971510700077,RD201812170102,3,0001
6970986850583,RD201812170103,1000,0001
6970986854093,RD201812170103,1000,0001
6957929913321,RD201812170123,4,0001
6957929913321,RD201812170125,1,0001
16901798195897,RD201812180007,1,0001
6955150400320,RD201812180011,1,0001
6955150411142,RD201812180020,23,0001
6955150400672,RD201812180023,3,0001
6923958200442,RD201812180026,2,0001
6923958200435,RD201812180030,3,0001
6923958200459,RD201812180030,60,0001
YJBOX000008,RD201812180034,130,0001
YJBOX000011,RD201812180034,147,0001
YJBOX000013,RD201812180034,116,0001
YJBOX000024,RD201812180034,200,0001
YJBOX000028,RD201812180034,130,0001
6956698308116,RD201812180037,6,0001
6922246100938,RD201812180041,9,0001
6955150400672,RD201812180046,7,0001
6912765081085,RD201812180068,1,0001
6962016014980,RD201812180069,90,0001
6933918905669,RD201812180071,3000,0001
6957444900844,RD201812180077,6,0001
6933918903627,RD201812180083,721,0001
89078929,RD201812180088,54,0001
89078930,RD201812180088,56,0001
89078933,RD201812180088,8,0001
89078934,RD201812180088,26,0001
89078938,RD201812180088,2,0001
89079932,RD201812180088,2,0001
89079935,RD201812180088,72,0001
89079938,RD201812180088,124,0001
6924911902083,RD201812180099,2,0001
6922216400921,RD201812180105,1035,0001
6922216400921,RD201812180110,1260,0001
6970613767475,RD201812180119,1,0001
6970613767482,RD201812180119,1,0001
6953735500762,RD201812180127,96,0001
6953735509123,RD201812180127,345,0001
6953735500588,RD201812180128,15,0001
6953735500762,RD201812180128,26,0001
6953735509123,RD201812180128,429,0001
6940797465368,RD201812180139,3,0001
6923557811049,RD201812180149,200,0001
6932599242537,RD201812180151,680,0001
PN201812030005,RD201812180151,340,0001
16920721717326,RD201812180162,809,0001
6925749731722,RD201812180173,1,0001
6949195390197,RD201812190002,1,0001
6949195390203,RD201812190002,7,0001
6949195390630,RD201812190002,1,0001
6949195390647,RD201812190002,8,0001
6949195390654,RD201812190002,11,0001
6949195390210,RD201812190003,1000,0001
6949195390234,RD201812190003,100,0001
6949195390272,RD201812190003,722,0001
6949195390210,RD201812190005,135,0001
6949195390272,RD201812190006,2,0001
6949195390289,RD201812190006,1,0001
YJBOX000008,RD201812190007,100,0001
YJBOX000010,RD201812190007,1152,0001
YJBOX000012,RD201812190007,22,0001
6945794460408,RD201812190010,37,0001
6907925770664,RD201812190032,1,0001
6907925887645,RD201812190032,6,0001
YJBOX000008,RD201812190041,188,0001
YJBOX000009,RD201812190041,3,0001
YJBOX000037,RD201812190041,186,0001
YJBOX000047,RD201812190041,10,0001
4054072911678,RD201812190046,3,0001
4054072911692,RD201812190046,1,0001
4055012255951,RD201812190046,9,0001
4055012255975,RD201812190046,12,0001
4055012255982,RD201812190046,2,0001
4055012256132,RD201812190046,1,0001
4055012260313,RD201812190046,1,0001
4056559777753,RD201812190046,1,0001
OM18FA206JS10569938,RD201812190068,2,0001
1182064201082038,RD201812190070,1,0001
1182064201582031,RD201812190070,1,0001
1182064201582034,RD201812190070,1,0001
6949185421344,RD201812190071,4,0001
9349376000117,RD201812190074,2,0001
YJBOX000007,RD201812190075,1,0001
YJBOX000024,RD201812190075,640,0001
YJBOX000035,RD201812190075,20,0001
6956048814021,RD201812190081,12,0001
6971550270998,RD201812190086,1,0001
188901008160,RD201812190088,2,0001
188901008170,RD201812190088,1,0001
6970313750869,RD201812190091,5,0001
6921761815808,RD201812190104,6,0001
6921761815808,RD201812190107,3,0001
YJBOX000008,RD201812190110,100,0001
YJBOX000014,RD201812190113,40,CK2018022362896
YJBOX000011,RD201812190115,140,CK2018022362896
YJBOX000013,RD201812190115,50,CK2018022362896
6970986850026,RD201812200009,6,0001
6970986851023,RD201812200009,8,0001
YJBOX000028,RD201812200011,20,0001
YJBOX000035,RD201812200011,100,0001
6940971214973,RD201812200012,1012,0001
6922246100938,RD201812200019,1680,0001
J5498458295658,RD201812200021,24,0001
J5498458295659,RD201812200021,340,0001
6955520503590,FO201812190005,4,0001
8015194100254,RD201812200031,4,0001
6949195390234,RD201812200039,5,0001
6949195390289,RD201812200039,2,0001
6901236353523,RD201812200041,2,0001
6949195390210,RD201812200042,15,0001
6949195390234,RD201812200042,6,0001
6949195390258,RD201812200042,3,0001
6949195390272,RD201812200042,22,0001
6949195390289,RD201812200042,10,0001
6971246199015,FO201812180004,7,0001
89079932,RD201812200051,4,0001
6940477401495,FO201812200003,6,0001
6971246194010,FO201812180003,4,0001
6920174752137,RD201812200082,2256,0001
6920174754803,RD201812200082,3984,0001
6933918905669,FO201812200016,360,0001
6920174756418,RD201812200092,108,0001
4260290262175,RD201812200098,8,0001
4260290260539,RD201812200099,12,0001
6926702223308,RD201812200108,8,0001
YJBOX000014,RD201812200119,9719,0001
6957411100727,RD201812200136,3,0001
6957411100727,RD201812200140,11,0001
6957411100727,RD201812200142,10,0001
182JJF01919M02,RD201812200146,104,0001
st260405,RD201812200153,1,0001
13100081,RD201812200155,1,0001
4260290262175,RD201812200156,9,0001
sj178001,RD201812200157,1,0001
6901236352984,RD201812200161,144,0001
6901236355657,RD201812200161,96,0001
6901236373934,RD201812200161,6,0001
6901236379943,RD201812200161,36,0001
6901236383889,RD201812200161,492,0001
6901236352458,RD201812200162,1,0001
YJBOX000012,RD201812200164,1,0001
YJBOX000035,RD201812200164,1,0001
YJBOX000043,RD201812200164,1,0001
YJBOX000006,RD201812200165,1,0001
YJBOX000007,RD201812200165,1,0001
YJBOX000006,RD201812200167,1,0001
YJBOX000007,RD201812200167,1,0001
6901236354940,RD201812200171,313,0001
SY191800132,RD201812200174,11,0001
SY191800138,RD201812200174,1,0001
SY191800230,RD201812200174,10,0001
SY191800233,RD201812200174,5,0001
SY191800234,RD201812200174,12,0001
SY191800238,RD201812200174,1,0001
6940971212610,RD201812200175,1,0001
6940971217622,RD201812200175,1,0001
test001-4,RD201812200180,1,0001
6936687204148,RD201812200181,2000,0001
6936687218800,RD201812200181,504,0001
YJBOX000002,RD201812200184,1,0001
test001-4,RD201812200190,1,0001
4055012255944,RD201812200191,20,0001
4055012255951,RD201812200191,7,0001
4055012255968,RD201812200191,13,0001
00091209412732,RD201812200191,1,0001
00666032918289,RD201812200191,1,0001
00091209423653,RD201812200191,1,0001
00666032743027,RD201812200191,1,0001
00826216208876,RD201812200191,4,0001
6940477426160,RD201812200199,5328,0001
6940477402034,RD201812200202,36,0001
6940477402034,RD201812200205,3,0001
6940477402034,RD201812200207,1,0001
YJBOX000026,RD201812210003,6760,0001
6922246100938,RD201812210004,2,0001
6971511850788,FO201812200019,3,0001
6962016013174,RD201812210009,2,0001
6962016013198,RD201812210009,1,0001
6970986851238,RD201812210015,1,0001
6970986851757,RD201812210015,2,0001
6970986851771,RD201812210015,3,0001
6970986852099,RD201812210015,2,0001
6970986853072,RD201812210015,1,0001
6970986854451,RD201812210015,1,0001
6970986857483,RD201812210015,1,0001
6955520502081,RD201812210017,179,0001
6955520503590,RD201812210017,179,0001
6955520502081,RD201812210018,202,0001
6955520503590,RD201812210018,202,0001
6971877860032,RD201812210026,360,0001
6971877860100,RD201812210026,560,0001
6971877860117,RD201812210026,600,0001
6971877860513,RD201812210026,300,0001
6971877860650,RD201812210026,20,0001
6971877860667,RD201812210026,20,0001
6971877860674,RD201812210026,20,0001
6971877860681,RD201812210026,20,0001
2018WYR18D705035M,RD201812210032,2,0001
2018WYR18D705035S,RD201812210032,4,0001
6923589448756,RD201812210035,7,0001
6922246100938,RD201812210044,1545,0001
6922216400921,RD201812210045,1890,0001
6922246100938,RD201812210045,1575,0001
6954256900000,RD201812210046,10,0001
6954256901342,RD201812210046,30,0001
6954256902004,RD201812210046,27,0001
6971284200001,RD201812210048,1,0001
6926702223292,RD201812210051,2,0001
2018MYR188303001XL,RD201812210054,2,0001
6901236354940,RD201812210056,42,0001
6945858204139,RD201812210058,9,0001
6957798533682,RD201812210061,13,0001
6938582342215,RD201812210063,30,0001
6957798533620,RD201812210064,2,0001
6900077060171,RD201812210066,2,0001
89078932,RD201812210070,57,0001
89079930,RD201812210070,46,0001
6971135300485,FO201812200014,2,0001
6971135300485,FO201812200015,15,0001
6946922572765,RD201812210074,1440,0001
SC10737152400847,RD201812210074,1440,0001
SC10737152400847,RD201812210076,7680,0001
6946922572765,RD201812210076,7680,0001
6946922572765,RD201812210077,5080,0001
SC10737152400847,RD201812210077,5080,0001
SC10737152400847,RD201812210080,5880,0001
6946922572765,RD201812210080,5880,0001
6946922572765,RD201812210081,3280,0001
SC10737152400847,RD201812210081,3280,0001
SC10737152400847,RD201812210083,2280,0001
6946922572765,RD201812210083,2280,0001
6946922572765,RD201812210084,4360,0001
SC10737152400847,RD201812210084,4360,0001
3052503260112,RD201812210087,4000,0001
6928926000918,RD201812210088,1392,0001
16901382021342,RD201812210109,1,0001
6949602317373,RD201812210112,6,0001
6940971213969,RD201812210121,1,0001
6922374204553,RD201812210124,1,0001
6940477429062,RD201812210139,2,0001
6971063860228,RD201812210140,26,0001
6940477429079,RD201812210146,18,0001
6971063860228,RD201812210147,1,0001
6970203840625,RD201812210148,13,0001
6970203840502,RD201812210148,2,0001
6970203840502,RD201812210149,23,0001
6970203840625,RD201812210149,76,0001
3614222986058,RD201812210150,5000,0001
3614222986065,RD201812210150,2500,0001
3614223218493,RD201812210150,5000,0001
YJBOX000008,RD201812210158,1313,0001
YJBOX000010,RD201812210158,221,0001
YJBOX000012,RD201812210158,327,0001
YJBOX000014,RD201812210158,2185,0001
6921608468211,RD201812220003,6,0001
6941704409048,RD201812220012,2,0001
6941704409048,RD201812220014,7,0001
6941704409048,RD201812220018,1,0001
YJBOX000020,RD201812220020,303,0001
6970986858121,RD201812220022,64,0001
6970986858138,RD201812220022,4,0001
6970146220041,RD201812220027,1,0001
6921956655172,RD201812220027,3,0001
6901642051020,RD201812220027,2,0001
6901642888053,RD201812220027,2,0001
6970146220003,RD201812220027,1,0001
6921956655011,RD201812220027,1,0001
6901209214301,RD201812220028,54,0001
6901209214301,RD201812220029,2,0001
16926309211392,RD201812220049,1,0001
6955520502081,FO201812210014,288,0001
6955520503590,FO201812210014,288,0001
00091206759564,RD201812220061,1,0001
00091206759908,RD201812220061,3,0001
00091206759915,RD201812220061,2,0001
00091209416624,RD201812220061,1,0001
00666032895764,RD201812220061,15,0001
00666032896037,RD201812220061,4,0001
00666032896044,RD201812220061,9,0001
00666032897324,RD201812220061,6,0001
00666032897645,RD201812220061,5,0001
00666032897652,RD201812220061,4,0001
00666032897669,RD201812220061,1,0001
00666032897676,RD201812220061,2,0001
00666032911914,RD201812220061,1,0001
00666032913451,RD201812220061,1,0001
00666032913628,RD201812220061,1,0001
00685068812521,RD201812220061,2,0001
00685068812736,RD201812220061,1,0001
00826216213320,RD201812220061,10,0001
00826216213337,RD201812220061,1,0001
00826216216024,RD201812220061,2,0001
00882801334146,RD201812220061,1,0001
00882801334429,RD201812220061,5,0001
00882801334436,RD201812220061,1,0001
00882801334443,RD201812220061,1,0001
00882801334474,RD201812220061,3,0001
00882801334481,RD201812220061,2,0001
00883212062611,RD201812220061,1,0001
00883212062642,RD201812220061,1,0001
00884726258378,RD201812220061,3,0001
00884726258385,RD201812220061,3,0001
00884726258392,RD201812220061,2,0001
00884751153266,RD201812220061,3,0001
00884751153389,RD201812220061,1,0001
00886551373363,RD201812220061,1,0001
00886551373387,RD201812220061,7,0001
00886551373394,RD201812220061,7,0001
00886551374407,RD201812220061,4,0001
00886551374414,RD201812220061,6,0001
00886691054566,RD201812220061,1,0001
00886737659342,RD201812220061,1,0001
00888413779740,RD201812220061,4,0001
4054072911685,RD201812220061,1,0001
4055012256002,RD201812220061,4,0001
4055012256026,RD201812220061,13,0001
4055012256040,RD201812220061,21,0001
4055012256071,RD201812220061,2,0001
4055012256095,RD201812220061,2,0001
4055012256125,RD201812220061,2,0001
4055012256132,RD201812220061,8,0001
4055012260238,RD201812220061,4,0001
4055012260252,RD201812220061,8,0001
4055012260313,RD201812220061,8,0001
4057283979222,RD201812220061,1,0001
4057291489492,RD201812220061,1,0001
4057291489577,RD201812220061,1,0001
4057291510912,RD201812220061,1,0001
4057291510998,RD201812220061,1,0001
4059319461411,RD201812220061,1,0001
6921644320054,RD201812220064,2,0001
6921644320054,RD201812220069,5,0001
YJBOX000007,RD201812220071,5000,0001
YJBOX000012,RD201812220071,5000,0001
YJBOX000035,RD201812220071,4000,0001
16901382021342,RD201812220073,650,0001
6927854156810,RD201812220080,1,0001
6970379940938,RD201812220084,11,0001
6970379945124,RD201812220084,154,0001
6970379940938,RD201812220091,280,0001
YJBOX000035,RD201812220092,20,0001
YJBOX000007,RD201812220092,251,0001
YJBOX000010,RD201812220092,165,0001
YJBOX000012,RD201812220092,180,0001
YJBOX000014,RD201812220092,143,0001
YJBOX000024,RD201812220092,1863,0001
6970379941720,RD201812220093,14000,0001
6970379940938,RD201812220096,5,0001
6970379945124,RD201812220097,3,0001
6970379944226,RD201812220101,266,0001
6970379944233,RD201812220101,2,0001
6970379944240,RD201812220101,2,0001
YJBOX000006,RD201812220102,48,0001
YJBOX000007,RD201812220102,100,0001
YJBOX000008,RD201812220102,54,0001
YJBOX000010,RD201812220102,39,0001
YJBOX000012,RD201812220102,1727,0001
YJBOX000014,RD201812220102,480,0001
6970379941676,RD201812220104,2,0001
6970379941706,RD201812220104,2,0001
6970379941836,RD201812220104,56,0001
PN201801100001,RD201812220108,1000,0001
6971246190104,FO201812210005,1,0001
6971246190043,FO201812210006,27,0001
1820ZYCZ313W02,RD201812220111,30,0001
6934395000878,RD201812220114,114,0001
6934395000595,RD201812220115,204,0001
6970506721102,RD201812220116,36,0001
16901798195897,RD201812230002,1,0001
YJBOX000005,RD201812230017,5,0001
6901209214301,RD201812230018,9,0001
6938888887991,RD201812230036,1,0001
6971511850788,RD201812230037,12112,0001
16901382010261,RD201812240003,1,0001
6962016014362,RD201812240005,5,0001
6962016014362,RD201812240010,3,0001
16932096406460,RD201812240012,4,0001
YJBOX000015,RD201812240020,860,0001
YJBOX000014,RD201812240021,220,0001
1820LFCZ352M03,RD201812240022,6,0001
1820LFCZ352M06,RD201812240022,18,0001
1820LFCZ352W06,RD201812240022,60,0001
6949602315188,RD201812240035,1,0001
6920539273222,RD201812240037,3,0001
YJBOX000011,RD201812240043,20000,0001
6949092600603,RD201812240045,43,0001
6935595500168,RD201812240067,1,0001
YJBOX000005,RD201812240072,2,0001
YJBOX000010,RD201812240072,116,0001
YJBOX000026,RD201812240072,73,0001
YJBOX000008,RD201812240074,448,0001
